Locality,Muniplicity,Region
Sint-Margriete-Houtem,Vlaams-Brabant,Brussel
Sint-Maria-Horebeke,Oost-Vlaanderen,Brussel
Sint-Maria-Latem,Oost-Vlaanderen,Brussel
Sint-Maria-Lierde,Oost-Vlaanderen,Brussel
Sint-Maria-Oudenhove,Oost-Vlaanderen,Brussel
Sint-Maria-Oudenhove,Oost-Vlaanderen,Brussel
Sint-Martens-Bodegem,Vlaams-Brabant,Brussel
Sint-Martens-Leerne,Oost-Vlaanderen,Brussel
Sint-Martens-Lennik,Vlaams-Brabant,Brussel
Sint-Martens-Lierde,Oost-Vlaanderen,Brussel
Sint-Martens-Voeren,Limburg,Falnders
Sint-Michiels,West-Vlaanderen,Wallonia
Sint-Pauwels,Oost-Vlaanderen,Brussel
Sint-Pieters-Kapelle,Vlaams-Brabant,Brussel
Sint-Pieters-Kapelle,West-Vlaanderen,Wallonia
Sint-Pieters-Rode,Vlaams-Brabant,Brussel
Sint-Pieters-Voeren,Limburg,Falnders
Sint-Rijkers,West-Vlaanderen,Wallonia
Sint-Stevens-Woluwe,Vlaams-Brabant,Brussel
Sint-Ulriks-Kapelle,Vlaams-Brabant,Brussel
Sint-agatha-berchem,Brussel,Falnders
Sint-amands,Antwerpen,Falnders
Sint-genesius-rode,Vlaams-Brabant,Brussel
Sint-gillis,Brussel,Falnders
Sint-gillis-waas,Oost-Vlaanderen,Brussel
Sint-jans-molenbeek,Brussel,Falnders
Sint-katelijne-waver,Antwerpen,Falnders
Sint-lambrechts-woluwe,Brussel,Falnders
Sint-laureins,Oost-Vlaanderen,Brussel
Sint-lievens-houtem,Oost-Vlaanderen,Brussel
Sint-martens-latem,Oost-Vlaanderen,Brussel
Sint-niklaas,Oost-Vlaanderen,Brussel
Sint-pieters-leeuw,Vlaams-Brabant,Brussel
Sint-pieters-woluwe,Brussel,Falnders
Sint-truiden,Limburg,Falnders
Sippenaeken,Luik,Wallonia
Sirault,Henegouwen,Falnders
Sivry,Henegouwen,Falnders
Sleidinge,Oost-Vlaanderen,Brussel
Slijpe,West-Vlaanderen,Wallonia
Slins,Luik,Wallonia
Sluizen,Limburg,Falnders
Smeerebbe-Vloerzegem,Oost-Vlaanderen,Brussel
Smetlede,Oost-Vlaanderen,Brussel
Smuid,Luxemburg,Brussel
Snaaskerke,West-Vlaanderen,Wallonia
Snellegem,West-Vlaanderen,Wallonia
Soheit-Tinlot,Luik,Wallonia
Sohier,Luxemburg,Brussel
Soignies,Henegouwen,Falnders
Soiron,Luik,Wallonia
Solre-Saint-Géry,Henegouwen,Falnders
Solre-Sur-Sambre,Henegouwen,Falnders
Sombreffe,Namen,Brussel
Somme-leuze,Namen,Brussel
Sommethonne,Luxemburg,Brussel
Sommière,Namen,Brussel
Somzée,Namen,Brussel
Sorinne-La-Longue,Namen,Brussel
Sorinnes,Namen,Brussel
Sorée,Namen,Brussel
Sosoye,Namen,Brussel
Sougné-Remouchamps,Luik,Wallonia
Soulme,Namen,Brussel
Soumagne,Luik,Wallonia
Soumoy,Namen,Brussel
Sourbrodt,Luik,Wallonia
Souvret,Henegouwen,Falnders
Sovet,Namen,Brussel
Soy,Luxemburg,Brussel
Soye,Namen,Brussel
Spa,Luik,Wallonia
Spalbeek,Limburg,Falnders
Spiennes,Henegouwen,Falnders
Spiere,West-Vlaanderen,Wallonia
Spontin,Namen,Brussel
Sprimont,Luik,Wallonia
Spy,Namen,Brussel
Stabroek,Antwerpen,Falnders
Staden,West-Vlaanderen,Wallonia
Stalhille,West-Vlaanderen,Wallonia
Stambruges,Henegouwen,Falnders
Stave,Namen,Brussel
Stavele,West-Vlaanderen,Wallonia
Stavelot,Luik,Wallonia
Steendorp,Oost-Vlaanderen,Brussel
Steenhuffel,Vlaams-Brabant,Brussel
Steenhuize-Wijnhuize,Oost-Vlaanderen,Brussel
Steenkerke,West-Vlaanderen,Wallonia
Steenkerque,Henegouwen,Falnders
Steenokkerzeel,Vlaams-Brabant,Brussel
Stekene,Oost-Vlaanderen,Brussel
Stembert,Luik,Wallonia
Stene,West-Vlaanderen,Wallonia
Sterrebeek,Vlaams-Brabant,Brussel
Stevoort,Limburg,Falnders
Stokkem,Limburg,Falnders
Stokrooie,Limburg,Falnders
Stoumont,Luik,Wallonia
Straimont,Luxemburg,Brussel
Strijpen,Oost-Vlaanderen,Brussel
Strijtem,Vlaams-Brabant,Brussel
Strombeek-Bever,Vlaams-Brabant,Brussel
Strée,Henegouwen,Falnders
Strée-Lez-Huy,Luik,Wallonia
Strépy-Bracquegnies,Henegouwen,Falnders
Stuivekenskerke,West-Vlaanderen,Wallonia
Suarlée,Namen,Brussel
Sugny,Namen,Brussel
Surice,Namen,Brussel
Suxy,Luxemburg,Brussel
Sélange,Luxemburg,Brussel
Tailles,Luxemburg,Brussel
Taintignies,Henegouwen,Falnders
Tamines,Namen,Brussel
Tarcienne,Namen,Brussel
Tavier,Luik,Wallonia
Taviers,Namen,Brussel
Tavigny,Luxemburg,Brussel
Tellin,Luxemburg,Brussel
Templeuve,Henegouwen,Falnders
Temploux,Namen,Brussel
Temse,Oost-Vlaanderen,Brussel
Tenneville,Luxemburg,Brussel
Teralfene,Vlaams-Brabant,Brussel
Terhagen,Antwerpen,Falnders
Termes,Luxemburg,Brussel
Ternat,Vlaams-Brabant,Brussel
Tertre,Henegouwen,Falnders
Tervuren,Vlaams-Brabant,Brussel
Terwagne,Luik,Wallonia
Tessenderlo,Limburg,Falnders
Testelt,Vlaams-Brabant,Brussel
Teuven,Limburg,Falnders
Theux,Luik,Wallonia
Thiaumont,Luxemburg,Brussel
Thieu,Henegouwen,Falnders
Thieulain,Henegouwen,Falnders
Thieusies,Henegouwen,Falnders
Thimister,Luik,Wallonia
Thimougies,Henegouwen,Falnders
Thiméon,Henegouwen,Falnders
Thines,Waals-Brabant,Wallonia
Thirimont,Henegouwen,Falnders
Thisnes,Luik,Wallonia
Thommen,Luik,Wallonia
Thon,Namen,Brussel
Thorembais-Les-Béguines,Waals-Brabant,Wallonia
Thorembais-Saint-Trond,Waals-Brabant,Wallonia
Thoricourt,Henegouwen,Falnders
Thuillies,Henegouwen,Falnders
Thuin,Henegouwen,Falnders
Thulin,Henegouwen,Falnders
Thumaide,Henegouwen,Falnders
Thy-Le-Baudouin,Namen,Brussel
Thy-Le-Château,Namen,Brussel
Thynes,Namen,Brussel
Thys,Luik,Wallonia
Tiegem,West-Vlaanderen,Wallonia
Tielen,Antwerpen,Falnders
Tielrode,Oost-Vlaanderen,Brussel
Tielt,Vlaams-Brabant,Brussel
Tielt,West-Vlaanderen,Wallonia
Tienen,Vlaams-Brabant,Brussel
Tignée,Luik,Wallonia
Tihange,Luik,Wallonia
Tildonk,Vlaams-Brabant,Brussel
Tilff,Luik,Wallonia
Tillet,Luxemburg,Brussel
Tilleur,Luik,Wallonia
Tillier,Namen,Brussel
Tilly,Waals-Brabant,Wallonia
Tinlot,Luik,Wallonia
Tintange,Luxemburg,Brussel
Tintigny,Luxemburg,Brussel
Tisselt,Antwerpen,Falnders
Toernich,Luxemburg,Brussel
Tohogne,Luxemburg,Brussel
Tollembeek,Vlaams-Brabant,Brussel
Tongeren,Limburg,Falnders
Tongerlo,Antwerpen,Falnders
Tongerlo,Limburg,Falnders
Tongre-Notre-Dame,Henegouwen,Falnders
Tongre-Saint-Martin,Henegouwen,Falnders
Tongrinne,Namen,Brussel
Tontelange,Luxemburg,Brussel
Torgny,Luxemburg,Brussel
Torhout,West-Vlaanderen,Wallonia
Tourinne,Luik,Wallonia
Tourinnes-La-Grosse,Waals-Brabant,Wallonia
Tourinnes-Saint-Lambert,Waals-Brabant,Wallonia
Tournai,Henegouwen,Falnders
Tournay,Luxemburg,Brussel
Tourpes,Henegouwen,Falnders
Transinne,Luxemburg,Brussel
Trazegnies,Henegouwen,Falnders
Treignes,Namen,Brussel
Trembleur,Luik,Wallonia
Tremelo,Vlaams-Brabant,Brussel
Trivières,Henegouwen,Falnders
Trognée,Luik,Wallonia
Trois-ponts,Luik,Wallonia
Tubize,Waals-Brabant,Wallonia
Turnhout,Antwerpen,Falnders
Ucimont,Luxemburg,Brussel
Uikhoven,Limburg,Falnders
Uitbergen,Oost-Vlaanderen,Brussel
Uitkerke,West-Vlaanderen,Wallonia
Ukkel,Brussel,Falnders
Ulbeek,Limburg,Falnders
Upigny,Namen,Brussel
Ursel,Oost-Vlaanderen,Brussel
Vaalbeek,Vlaams-Brabant,Brussel
Val-Meer,Limburg,Falnders
Vance,Luxemburg,Brussel
Varendonk,Antwerpen,Falnders
Varsenare,West-Vlaanderen,Wallonia
Vaucelles,Namen,Brussel
Vaulx,Henegouwen,Falnders
Vaulx-Lez-Chimay,Henegouwen,Falnders
Vaux-Chavanne,Luxemburg,Brussel
Vaux-Et-Borset,Luik,Wallonia
Vaux-Lez-Rosières,Luxemburg,Brussel
Vaux-Sous-Chèvremont,Luik,Wallonia
Vaux-sur-sûre,Luxemburg,Brussel
Vechmaal,Limburg,Falnders
Vedrin,Namen,Brussel
Veerle,Antwerpen,Falnders
Velaine-Sur-Sambre,Namen,Brussel
Velaines,Henegouwen,Falnders
Veldegem,West-Vlaanderen,Wallonia
Veldwezelt,Limburg,Falnders
Vellereille-Le-Sec,Henegouwen,Falnders
Vellereille-Les-Brayeux,Henegouwen,Falnders
Velm,Limburg,Falnders
Velroux,Luik,Wallonia
Veltem-Beisem,Vlaams-Brabant,Brussel
Velzeke-Ruddershove,Oost-Vlaanderen,Brussel
Vencimont,Namen,Brussel
Vergnies,Henegouwen,Falnders
Verlaine,Luik,Wallonia
Verlée,Namen,Brussel
Verrebroek,Oost-Vlaanderen,Brussel
Vertrijk,Vlaams-Brabant,Brussel
Verviers,Luik,Wallonia
Vesqueville,Luxemburg,Brussel
Veulen,Limburg,Falnders
Veurne,West-Vlaanderen,Wallonia
Vezin,Namen,Brussel
Vezon,Henegouwen,Falnders
Viane,Oost-Vlaanderen,Brussel
Vichte,West-Vlaanderen,Wallonia
Vielsalm,Luxemburg,Brussel
Viemme,Luik,Wallonia
Viersel,Antwerpen,Falnders
Vierset-Barse,Luik,Wallonia
Vierves-Sur-Viroin,Namen,Brussel
Viesville,Henegouwen,Falnders
Vieux-Genappe,Waals-Brabant,Wallonia
Vieux-Waleffe,Luik,Wallonia
Vieuxville,Luik,Wallonia
Villance,Luxemburg,Brussel
Ville-En-Hesbaye,Luik,Wallonia
Ville-Pommeroeul,Henegouwen,Falnders
Ville-Sur-Haine,Henegouwen,Falnders
Villerot,Henegouwen,Falnders
Villers-Aux-Tours,Luik,Wallonia
Villers-Deux-Eglises,Namen,Brussel
Villers-Devant-Orval,Luxemburg,Brussel
Villers-En-Fagne,Namen,Brussel
Villers-L'Evêque,Luik,Wallonia
Villers-La-Bonne-Eau,Luxemburg,Brussel
Villers-La-Loue,Luxemburg,Brussel
Villers-La-Tour,Henegouwen,Falnders
Villers-Le-Gambon,Namen,Brussel
Villers-Le-Peuplier,Luik,Wallonia
Villers-Le-Temple,Luik,Wallonia
Villers-Lez-Heest,Namen,Brussel
Villers-Notre-Dame,Henegouwen,Falnders
Villers-Perwin,Henegouwen,Falnders
Villers-Poterie,Henegouwen,Falnders
Villers-Saint-Amand,Henegouwen,Falnders
Villers-Saint-Ghislain,Henegouwen,Falnders
Villers-Saint-Siméon,Luik,Wallonia
Villers-Sainte-Gertrude,Luxemburg,Brussel
Villers-Sur-Lesse,Namen,Brussel
Villers-Sur-Semois,Luxemburg,Brussel
Villers-la-ville,Waals-Brabant,Wallonia
Villers-le-bouillet,Luik,Wallonia
Vilvoorde,Vlaams-Brabant,Brussel
Vinalmont,Luik,Wallonia
Vinderhoute,Oost-Vlaanderen,Brussel
Vinkem,West-Vlaanderen,Wallonia
Vinkt,Oost-Vlaanderen,Brussel
Virelles,Henegouwen,Falnders
Virginal-Samme,Waals-Brabant,Wallonia
Virton,Luxemburg,Brussel
Vissenaken,Vlaams-Brabant,Brussel
Visé,Luik,Wallonia
Vitrival,Namen,Brussel
Vivegnis,Luik,Wallonia
Vivy,Luxemburg,Brussel
Vladslo,West-Vlaanderen,Wallonia
Vlamertinge,West-Vlaanderen,Wallonia
Vlekkem,Oost-Vlaanderen,Brussel
Vlezenbeek,Vlaams-Brabant,Brussel
Vliermaal,Limburg,Falnders
Vliermaalroot,Limburg,Falnders
Vlierzele,Oost-Vlaanderen,Brussel
Vlijtingen,Limburg,Falnders
Vlimmeren,Antwerpen,Falnders
Vlissegem,West-Vlaanderen,Wallonia
Vloesberg,Henegouwen,Falnders
Vodecée,Namen,Brussel
Vodelée,Namen,Brussel
Vogenée,Namen,Brussel
Volkegem,Oost-Vlaanderen,Brussel
Vollezele,Vlaams-Brabant,Brussel
Vonêche,Namen,Brussel
Voorde,Oost-Vlaanderen,Brussel
Voormezele,West-Vlaanderen,Wallonia
Voort,Limburg,Falnders
Voroux-Goreux,Luik,Wallonia
Voroux-Lez-Liers,Luik,Wallonia
Vorselaar,Antwerpen,Falnders
Vorsen,Limburg,Falnders
Vorst,Brussel,Falnders
Vorst,Antwerpen,Falnders
Vosselaar,Antwerpen,Falnders
Vosselare,Oost-Vlaanderen,Brussel
Vossem,Vlaams-Brabant,Brussel
Vottem,Luik,Wallonia
Vrasene,Oost-Vlaanderen,Brussel
Vremde,Antwerpen,Falnders
Vreren,Limburg,Falnders
Vresse-sur-semois,Namen,Brussel
Vroenhoven,Limburg,Falnders
Vucht,Limburg,Falnders
Vurste,Oost-Vlaanderen,Brussel
Vyle-Et-Tharoul,Luik,Wallonia
Waanrode,Vlaams-Brabant,Brussel
Waarbeke,Oost-Vlaanderen,Brussel
Waardamme,West-Vlaanderen,Wallonia
Waarloos,Antwerpen,Falnders
Waarmaarde,West-Vlaanderen,Wallonia
Waarschoot,Oost-Vlaanderen,Brussel
Waasmont,Vlaams-Brabant,Brussel
Waasmunster,Oost-Vlaanderen,Brussel
Waasten,Henegouwen,Falnders
Wachtebeke,Oost-Vlaanderen,Brussel
Wadelincourt,Henegouwen,Falnders
Wagnelée,Henegouwen,Falnders
Waha,Luxemburg,Brussel
Waillet,Namen,Brussel
Waimes,Luik,Wallonia
Wakken,West-Vlaanderen,Wallonia
Walcourt,Namen,Brussel
Walem,Antwerpen,Falnders
Walhain-Saint-Paul,Waals-Brabant,Wallonia
Walhorn,Luik,Wallonia
Walsbets,Vlaams-Brabant,Brussel
Walshoutem,Vlaams-Brabant,Brussel
Waltwilder,Limburg,Falnders
Wambeek,Vlaams-Brabant,Brussel
Wancennes,Namen,Brussel
Wandre,Luik,Wallonia
Wanfercée-Baulet,Henegouwen,Falnders
Wange,Vlaams-Brabant,Brussel
Wangenies,Henegouwen,Falnders
Wanlin,Namen,Brussel
Wanne,Luik,Wallonia
Wannebecq,Henegouwen,Falnders
Wannegem-Lede,Oost-Vlaanderen,Brussel
Wansin,Luik,Wallonia
Wanze,Luik,Wallonia
Wanzele,Oost-Vlaanderen,Brussel
Warchin,Henegouwen,Falnders
Warcoing,Henegouwen,Falnders
Wardin,Luxemburg,Brussel
Waregem,West-Vlaanderen,Wallonia
Waremme,Luik,Wallonia
Waret-L'Evêque,Luik,Wallonia
Waret-La-Chaussée,Namen,Brussel
Warisoulx,Namen,Brussel
Warnant,Namen,Brussel
Warnant-Dreye,Luik,Wallonia
Warquignies,Henegouwen,Falnders
Warsage,Luik,Wallonia
Warzée,Luik,Wallonia
Wasmes,Henegouwen,Falnders
Wasmes-Audemez-Briffoeil,Henegouwen,Falnders
Wasmuel,Henegouwen,Falnders
Wasseiges,Luik,Wallonia
Waterland-Oudeman,Oost-Vlaanderen,Brussel
Waterloo,Waals-Brabant,Wallonia
Watermaal-bosvoorde,Brussel,Falnders
Watervliet,Oost-Vlaanderen,Brussel
Watou,West-Vlaanderen,Wallonia
Wattripont,Henegouwen,Falnders
Waudrez,Henegouwen,Falnders
Waulsort,Namen,Brussel
Wauthier-Braine,Waals-Brabant,Wallonia
Wavre,Waals-Brabant,Wallonia
Wavreille,Namen,Brussel
Wayaux,Henegouwen,Falnders
Ways,Waals-Brabant,Wallonia
Webbekom,Vlaams-Brabant,Brussel
Wechelderzande,Antwerpen,Falnders
Weelde,Antwerpen,Falnders
Weerde,Vlaams-Brabant,Brussel
Weert,Antwerpen,Falnders
Wegnez,Luik,Wallonia
Weillen,Namen,Brussel
Welden,Oost-Vlaanderen,Brussel
Welkenraedt,Luik,Wallonia
Welle,Oost-Vlaanderen,Brussel
Wellen,Limburg,Falnders
Wellin,Luxemburg,Brussel
Wemmel,Vlaams-Brabant,Brussel
Wenduine,West-Vlaanderen,Wallonia
Werbomont,Luik,Wallonia
Werchter,Vlaams-Brabant,Brussel
Werken,West-Vlaanderen,Wallonia
Werm,Limburg,Falnders
Wervik,West-Vlaanderen,Wallonia
Wespelaar,Vlaams-Brabant,Brussel
Westende,West-Vlaanderen,Wallonia
Westerlo,Antwerpen,Falnders
Westkapelle,West-Vlaanderen,Wallonia
Westkerke,West-Vlaanderen,Wallonia
Westmalle,Antwerpen,Falnders
Westmeerbeek,Antwerpen,Falnders
Westouter,West-Vlaanderen,Wallonia
Westrem,Oost-Vlaanderen,Brussel
Westrozebeke,West-Vlaanderen,Wallonia
Westvleteren,West-Vlaanderen,Wallonia
Wetteren,Oost-Vlaanderen,Brussel
Wevelgem,West-Vlaanderen,Wallonia
Wez-Velvain,Henegouwen,Falnders
Wezemaal,Vlaams-Brabant,Brussel
Wezembeek-oppem,Vlaams-Brabant,Brussel
Wezeren,Vlaams-Brabant,Brussel
Wibrin,Luxemburg,Brussel
Wichelen,Oost-Vlaanderen,Brussel
Widooie,Limburg,Falnders
Wiekevorst,Antwerpen,Falnders
Wielsbeke,West-Vlaanderen,Wallonia
Wierde,Namen,Brussel
Wiers,Henegouwen,Falnders
Wiesme,Namen,Brussel
Wieze,Oost-Vlaanderen,Brussel
Wihogne,Luik,Wallonia
Wihéries,Henegouwen,Falnders
Wijchmaal,Limburg,Falnders
Wijer,Limburg,Falnders
Wijgmaal,Vlaams-Brabant,Brussel
Wijnegem,Antwerpen,Falnders
Wijshagen,Limburg,Falnders
Wijtschate,West-Vlaanderen,Wallonia
Wilderen,Limburg,Falnders
Willaupuis,Henegouwen,Falnders
Willebringen,Vlaams-Brabant,Brussel
Willebroek,Antwerpen,Falnders
Willemeau,Henegouwen,Falnders
Willerzie,Namen,Brussel
Wilrijk,Antwerpen,Falnders
Wilsele,Vlaams-Brabant,Brussel
Wilskerke,West-Vlaanderen,Wallonia
Wimmertingen,Limburg,Falnders
Winenne,Namen,Brussel
Wingene,West-Vlaanderen,Wallonia
Winksele,Vlaams-Brabant,Brussel
Wintershoven,Limburg,Falnders
Witry,Luxemburg,Brussel
Wodecq,Henegouwen,Falnders
Woesten,West-Vlaanderen,Wallonia
Wolkrange,Luxemburg,Brussel
Wolvertem,Vlaams-Brabant,Brussel
Wommelgem,Antwerpen,Falnders
Wommersom,Vlaams-Brabant,Brussel
Wonck,Luik,Wallonia
Wondelgem,Oost-Vlaanderen,Brussel
Wontergem,Oost-Vlaanderen,Brussel
Wortegem,Oost-Vlaanderen,Brussel
Wortel,Antwerpen,Falnders
Woubrechtegem,Oost-Vlaanderen,Brussel
Woumen,West-Vlaanderen,Wallonia
Wulpen,West-Vlaanderen,Wallonia
Wulvergem,West-Vlaanderen,Wallonia
Wulveringem,West-Vlaanderen,Wallonia
Wuustwezel,Antwerpen,Falnders
Wépion,Namen,Brussel
Wéris,Luxemburg,Brussel
Xhendelesse,Luik,Wallonia
Xhendremael,Luik,Wallonia
Xhoris,Luik,Wallonia
Yernée-Fraineux,Luik,Wallonia
Yves-Gomezée,Namen,Brussel
Yvoir,Namen,Brussel
Zaffelare,Oost-Vlaanderen,Brussel
Zandbergen,Oost-Vlaanderen,Brussel
Zande,West-Vlaanderen,Wallonia
Zandhoven,Antwerpen,Falnders
Zandvliet,Antwerpen,Falnders
Zandvoorde,West-Vlaanderen,Wallonia
Zandvoorde,West-Vlaanderen,Wallonia
Zarlardinge,Oost-Vlaanderen,Brussel
Zarren,West-Vlaanderen,Wallonia
Zaventem,Vlaams-Brabant,Brussel
Zedelgem,West-Vlaanderen,Wallonia
Zeebrugge,West-Vlaanderen,Wallonia
Zegelsem,Oost-Vlaanderen,Brussel
Zele,Oost-Vlaanderen,Brussel
Zelem,Limburg,Falnders
Zellik,Vlaams-Brabant,Brussel
Zelzate,Oost-Vlaanderen,Brussel
Zemst,Vlaams-Brabant,Brussel
Zepperen,Limburg,Falnders
Zerkegem,West-Vlaanderen,Wallonia
Zevekote,West-Vlaanderen,Wallonia
Zeveneken,Oost-Vlaanderen,Brussel
Zeveren,Oost-Vlaanderen,Brussel
Zevergem,Oost-Vlaanderen,Brussel
Zichem,Vlaams-Brabant,Brussel
Zichen-Zussen-Bolder,Limburg,Falnders
Zillebeke,West-Vlaanderen,Wallonia
Zingem,Oost-Vlaanderen,Brussel
Zoerle-Parwijs,Antwerpen,Falnders
Zoersel,Antwerpen,Falnders
Zolder,Limburg,Falnders
Zomergem,Oost-Vlaanderen,Brussel
Zonhoven,Limburg,Falnders
Zonnebeke,West-Vlaanderen,Wallonia
Zonnegem,Oost-Vlaanderen,Brussel
Zottegem,Oost-Vlaanderen,Brussel
Zoutenaaie,West-Vlaanderen,Wallonia
Zoutleeuw,Vlaams-Brabant,Brussel
Zuidschote,West-Vlaanderen,Wallonia
Zuienkerke,West-Vlaanderen,Wallonia
Zulte,Oost-Vlaanderen,Brussel
Zulzeke,Oost-Vlaanderen,Brussel
Zutendaal,Limburg,Falnders
Zwevegem,West-Vlaanderen,Wallonia
Zwevezele,West-Vlaanderen,Wallonia
Zwijnaarde,Oost-Vlaanderen,Brussel
Zwijndrecht,Antwerpen,Falnders
Zétrud-Lumay,Waals-Brabant,Wallonia
